State,City,Zipcode,Date,Sales
CA,Napa,94558,2019-01-02 00:00:00,$1074.85
CA,Rancho Cucamonga,91730,2019-01-02 00:00:00,$88.35
CA,Sacramento,95818,2019-01-02 00:00:00,$597.1
CA,Sacramento,95834,2019-01-02 00:00:00,$274.3
CA,San Diego,92111,2019-01-02 00:00:00,$74.75
CA,San Diego,92126,2019-01-02 00:00:00,$89.7
CA,San Francisco,94103,2019-01-02 00:00:00,$278.45
CA,San Francisco,94118,2019-01-02 00:00:00,$249.4
CA,San Jose,95129,2019-01-02 00:00:00,$410.15
CA,San Jose,95132,2019-01-02 00:00:00,$636.6
CA,Ventura,93003,2019-01-02 00:00:00,$12.95
OR,Albany,97322,2019-01-02 00:00:00,$139.65
OR,Beaverton,97005,2019-01-02 00:00:00,$338.8
OR,Portland,97205,2019-01-02 00:00:00,$22.41
OR,Portland,97216,2019-01-02 00:00:00,$89.7
OR,Portland,97217,2019-01-02 00:00:00,$986.15
OR,Salem,97301,2019-01-02 00:00:00,$1064.9
OR,Springfield,97477,2019-01-02 00:00:00,$241.2
WA,Bellevue,98006,2019-01-02 00:00:00,$74.75
WA,Issaquah,98027,2019-01-02 00:00:00,$74.75
WA,Seattle,98126,2019-01-02 00:00:00,$202.45
WA,Vancouver,98662,2019-01-02 00:00:00,$159.6
WA,Vancouver,98665,2019-01-02 00:00:00,$335.2
WA,Vancouver,98684,2019-01-02 00:00:00,$104.65
CA,Anaheim,92802,2019-01-03 00:00:00,$208.25
CA,Bakersfield,93304,2019-01-03 00:00:00,$335.05
CA,Bakersfield,93306,2019-01-03 00:00:00,$508.9
CA,Folsom,95630,2019-01-03 00:00:00,$27.95
CA,Irvine,92606,2019-01-03 00:00:00,$199.5
CA,Irvine,92618,2019-01-03 00:00:00,$301.3
CA,Los Angeles,90016,2019-01-03 00:00:00,$139.52
CA,San Diego,92111,2019-01-03 00:00:00,$29.9
CA,San Diego,92126,2019-01-03 00:00:00,$120.55
CA,San Francisco,94103,2019-01-03 00:00:00,$299.15
CA,San Francisco,94118,2019-01-03 00:00:00,$354.65
CA,San Jose,95110,2019-01-03 00:00:00,$104.7
CA,San Jose,95122,2019-01-03 00:00:00,$72.85
OR,Albany,97322,2019-01-03 00:00:00,$144.65
OR,Bend,97701,2019-01-03 00:00:00,$142.65
OR,Eugene,97402,2019-01-03 00:00:00,$221.2
OR,Portland,97205,2019-01-03 00:00:00,$321
OR,Portland,97216,2019-01-03 00:00:00,$283.25
OR,Portland,97220,2019-01-03 00:00:00,$49.75
OR,Springfield,97477,2019-01-03 00:00:00,$53.8
WA,Bellevue,98006,2019-01-03 00:00:00,$171.65
WA,Seattle,98125,2019-01-03 00:00:00,$199.4
WA,Spokane,99218,2019-01-03 00:00:00,$208.25
CA,Bakersfield,93311,2019-01-04 00:00:00,$278.68
CA,Burbank,91504,2019-01-04 00:00:00,$197.4
CA,Corona,92881,2019-01-04 00:00:00,$125.65
CA,Cupertino,95014,2019-01-04 00:00:00,$660
CA,Folsom,95630,2019-01-04 00:00:00,$211.3
CA,Fresno,93710,2019-01-04 00:00:00,$267.3
CA,Irvine,92606,2019-01-04 00:00:00,$277.3
CA,Irvine,92618,2019-01-04 00:00:00,$359.5
CA,Los Angeles,90024,2019-01-04 00:00:00,$223.6
CA,Los Angeles,90048,2019-01-04 00:00:00,$156.45
CA,Manhattan Beach,90266,2019-01-04 00:00:00,$209.4
CA,Napa,94558,2019-01-04 00:00:00,$49.9
CA,Sacramento,95825,2019-01-04 00:00:00,$182.45
CA,San Diego,92111,2019-01-04 00:00:00,$77.7
CA,San Francisco,94103,2019-01-04 00:00:00,$100
CA,San Jose,95123,2019-01-04 00:00:00,$90.65
CA,San Jose,95133,2019-01-04 00:00:00,$84.55
CA,Ventura,93003,2019-01-04 00:00:00,$1169.9
OR,Albany,97322,2019-01-04 00:00:00,$657.15
OR,Beaverton,97006,2019-01-04 00:00:00,$235
OR,Bend,97701,2019-01-04 00:00:00,$181.3
OR,Eugene,97402,2019-01-04 00:00:00,$351.15
OR,Portland,97220,2019-01-04 00:00:00,$778.85
WA,Seattle,98125,2019-01-04 00:00:00,$52.85
WA,Spokane,99218,2019-01-04 00:00:00,$284.05
WA,Vancouver,98684,2019-01-04 00:00:00,$294.35
CA,Alameda,94501,2019-01-05 00:00:00,$219.75
CA,Compton,90220,2019-01-05 00:00:00,$269.5
CA,Fresno,93710,2019-01-05 00:00:00,$913.05
CA,Fresno,93722,2019-01-05 00:00:00,$604.15
CA,Los Angeles,90016,2019-01-05 00:00:00,$377.4
CA,San Francisco,94118,2019-01-05 00:00:00,$289.3
CA,San Jose,95125,2019-01-05 00:00:00,$177.5
CA,San Jose,95132,2019-01-05 00:00:00,$51.8
CA,Ventura,93003,2019-01-05 00:00:00,$2
OR,Beaverton,97005,2019-01-05 00:00:00,$199.5
OR,Eugene,97402,2019-01-05 00:00:00,$239.55
OR,Portland,97205,2019-01-05 00:00:00,$424.3
OR,Portland,97216,2019-01-05 00:00:00,$166.8
OR,Portland,97217,2019-01-05 00:00:00,$818.7
OR,Springfield,97477,2019-01-05 00:00:00,$4
WA,Redmond,98052,2019-01-05 00:00:00,$119.65
WA,Vancouver,98665,2019-01-05 00:00:00,$374.55
CA,Anaheim,92802,2019-01-06 00:00:00,$148.6
CA,Bakersfield,93304,2019-01-06 00:00:00,$99.75
CA,Bakersfield,93311,2019-01-06 00:00:00,$165.4
CA,Cupertino,95014,2019-01-06 00:00:00,$491.7
CA,Huntington Beach,92646,2019-01-06 00:00:00,$74.75
CA,Irvine,92606,2019-01-06 00:00:00,$239.6
CA,Los Angeles,90016,2019-01-06 00:00:00,$254.5
CA,Los Angeles,90048,2019-01-06 00:00:00,$179.55
CA,Napa,94558,2019-01-06 00:00:00,$699.65
CA,San Francisco,94103,2019-01-06 00:00:00,$74.75
CA,San Jose,95121,2019-01-06 00:00:00,$25.9
CA,San Jose,95123,2019-01-06 00:00:00,$347.19
CA,Ventura,93003,2019-01-06 00:00:00,$309.05
OR,Portland,97216,2019-01-06 00:00:00,$300.4
OR,Portland,97217,2019-01-06 00:00:00,$8
OR,Portland,97220,2019-01-06 00:00:00,$561.5
OR,Salem,97301,2019-01-06 00:00:00,$153.65
OR,Springfield,97477,2019-01-06 00:00:00,$179.8
WA,Redmond,98052,2019-01-06 00:00:00,$218.25
WA,Seattle,98126,2019-01-06 00:00:00,$327.4
WA,Spokane,99218,2019-01-06 00:00:00,$89.65
WA,Vancouver,98665,2019-01-06 00:00:00,$179.55
CA,Bakersfield,93304,2019-01-07 00:00:00,$166.45
CA,Compton,90220,2019-01-07 00:00:00,$269.4
CA,Fresno,93722,2019-01-07 00:00:00,$672.8
CA,Los Angeles,90041,2019-01-07 00:00:00,$1164.05
CA,Manhattan Beach,90266,2019-01-07 00:00:00,$25.9
CA,Sacramento,95818,2019-01-07 00:00:00,$89.85
CA,San Jose,95121,2019-01-07 00:00:00,$431.7
CA,San Jose,95132,2019-01-07 00:00:00,$11.98
CA,Ventura,93003,2019-01-07 00:00:00,$241.1
OR,Beaverton,97005,2019-01-07 00:00:00,$392
OR,Portland,97205,2019-01-07 00:00:00,$1069.8
OR,Portland,97217,2019-01-07 00:00:00,$163.6
OR,Portland,97220,2019-01-07 00:00:00,$419.65
OR,Springfield,97477,2019-01-07 00:00:00,$64.75
WA,Bellevue,98006,2019-01-07 00:00:00,$1124.75
WA,Seattle,98126,2019-01-07 00:00:00,$512.97
WA,Spokane,99218,2019-01-07 00:00:00,$105.7
WA,Vancouver,98684,2019-01-07 00:00:00,$151.3
CA,Anaheim,92802,2019-01-08 00:00:00,$360.2
CA,Bakersfield,93304,2019-01-08 00:00:00,$129.5
CA,Eureka,95501,2019-01-08 00:00:00,$86.8
CA,Huntington Beach,92646,2019-01-08 00:00:00,$1197.4
CA,Irvine,92602,2019-01-08 00:00:00,$330.1
CA,Irvine,92606,2019-01-08 00:00:00,$2670.52
CA,Los Angeles,90048,2019-01-08 00:00:00,$18.95
CA,Manhattan Beach,90266,2019-01-08 00:00:00,$98.7
CA,North Hollywood,91606,2019-01-08 00:00:00,$4
CA,Sacramento,95818,2019-01-08 00:00:00,$155.45
CA,San Diego,92111,2019-01-08 00:00:00,$724.3
CA,San Jose,95121,2019-01-08 00:00:00,$109.6
CA,San Jose,95122,2019-01-08 00:00:00,$129.5
CA,San Jose,95125,2019-01-08 00:00:00,$424.15
CA,San Jose,95129,2019-01-08 00:00:00,$139.75
CA,San Jose,95133,2019-01-08 00:00:00,$242.4
CA,Ventura,93003,2019-01-08 00:00:00,$582.12
OR,Beaverton,97005,2019-01-08 00:00:00,$279.5
OR,Eugene,97402,2019-01-08 00:00:00,$323.5
OR,Portland,97205,2019-01-08 00:00:00,$448.23
OR,Portland,97217,2019-01-08 00:00:00,$628.3
OR,Portland,97220,2019-01-08 00:00:00,$131.8
OR,Salem,97301,2019-01-08 00:00:00,$144.55
WA,Redmond,98052,2019-01-08 00:00:00,$199.3
WA,Seattle,98126,2019-01-08 00:00:00,$399.5
WA,Spokane,99218,2019-01-08 00:00:00,$457
WA,Vancouver,98662,2019-01-08 00:00:00,$410.85
WA,Vancouver,98665,2019-01-08 00:00:00,$239.05
WA,Vancouver,98684,2019-01-08 00:00:00,$945.35
CA,Cupertino,95014,2019-01-09 00:00:00,$82.75
CA,Folsom,95630,2019-01-09 00:00:00,$339.5
CA,Los Angeles,90041,2019-01-09 00:00:00,$249.75
CA,San Francisco,94103,2019-01-09 00:00:00,$159.8
CA,San Jose,95129,2019-01-09 00:00:00,$209.15
OR,Beaverton,97005,2019-01-09 00:00:00,$63.85
OR,Springfield,97477,2019-01-09 00:00:00,$89.7
CA,Los Angeles,90048,2019-01-10 00:00:00,$533.45
CA,Napa,94559,2019-01-10 00:00:00,$230.3
CA,Sacramento,95823,2019-01-10 00:00:00,$25.9
CA,San Francisco,94118,2019-01-10 00:00:00,$370.45
OR,Beaverton,97005,2019-01-10 00:00:00,$44.85
OR,Portland,97220,2019-01-10 00:00:00,$321.4
WA,Redmond,98052,2019-01-10 00:00:00,$119.7
WA,Spokane,99218,2019-01-10 00:00:00,$629.55
WA,Vancouver,98665,2019-01-10 00:00:00,$259.45
CA,Anaheim,92808,2019-01-11 00:00:00,$409.5
CA,Bakersfield,93304,2019-01-11 00:00:00,$119.6
CA,Burbank,91504,2019-01-11 00:00:00,$69.95
CA,Corona,92881,2019-01-11 00:00:00,$138.55
CA,Folsom,95630,2019-01-11 00:00:00,$5
CA,Fresno,93722,2019-01-11 00:00:00,$219.9
CA,Huntington Beach,92646,2019-01-11 00:00:00,$95.8
CA,Irvine,92606,2019-01-11 00:00:00,$666.15
CA,Irvine,92618,2019-01-11 00:00:00,$270.35
CA,Los Angeles,90016,2019-01-11 00:00:00,$404.35
CA,Napa,94559,2019-01-11 00:00:00,$124.65
CA,North Hollywood,91606,2019-01-11 00:00:00,$809.6
CA,Sacramento,95823,2019-01-11 00:00:00,$154.45
CA,San Diego,92111,2019-01-11 00:00:00,$6
CA,San Francisco,94103,2019-01-11 00:00:00,$208.4
CA,San Jose,95125,2019-01-11 00:00:00,$169.4
CA,San Jose,95132,2019-01-11 00:00:00,$368.55
CA,San Jose,95133,2019-01-11 00:00:00,$137.55
CA,Ventura,93003,2019-01-11 00:00:00,$203.77
OR,Beaverton,97005,2019-01-11 00:00:00,$299.75
OR,Bend,97701,2019-01-11 00:00:00,$279.35
OR,Portland,97205,2019-01-11 00:00:00,$937.8
OR,Portland,97216,2019-01-11 00:00:00,$701.55
OR,Portland,97217,2019-01-11 00:00:00,$528.9
OR,Salem,97301,2019-01-11 00:00:00,$235.3
WA,Bellevue,98006,2019-01-11 00:00:00,$483.25
WA,Seattle,98125,2019-01-11 00:00:00,$219.4
WA,Spokane,99218,2019-01-11 00:00:00,$248.5
WA,Vancouver,98662,2019-01-11 00:00:00,$151.7
WA,Vancouver,98665,2019-01-11 00:00:00,$749.95
WA,Vancouver,98684,2019-01-11 00:00:00,$4
CA,Alameda,94501,2019-01-12 00:00:00,$678
CA,Anaheim,92808,2019-01-12 00:00:00,$271.3
CA,Corona,92881,2019-01-12 00:00:00,$342
CA,Folsom,95630,2019-01-12 00:00:00,$337.3
CA,Fresno,93710,2019-01-12 00:00:00,$179.45
CA,Fresno,93722,2019-01-12 00:00:00,$323.35
CA,Huntington Beach,92646,2019-01-12 00:00:00,$193.83
CA,Irvine,92602,2019-01-12 00:00:00,$214.35
CA,Irvine,92618,2019-01-12 00:00:00,$59.95
CA,Sacramento,95818,2019-01-12 00:00:00,$327
CA,San Diego,92111,2019-01-12 00:00:00,$27.9
CA,San Francisco,94118,2019-01-12 00:00:00,$59.7
CA,San Jose,95121,2019-01-12 00:00:00,$335.25
CA,San Jose,95122,2019-01-12 00:00:00,$197.3
CA,San Jose,95132,2019-01-12 00:00:00,$135.5
CA,Ventura,93003,2019-01-12 00:00:00,$250.35
OR,Beaverton,97005,2019-01-12 00:00:00,$22.9
OR,Salem,97301,2019-01-12 00:00:00,$1254.6
WA,Seattle,98126,2019-01-12 00:00:00,$59.8
WA,Vancouver,98684,2019-01-12 00:00:00,$1663.32
CA,Anaheim,92802,2019-01-13 00:00:00,$29.9
CA,Anaheim,92808,2019-01-13 00:00:00,$59.8
CA,Bakersfield,93311,2019-01-13 00:00:00,$148.6
CA,Compton,90220,2019-01-13 00:00:00,$141.7
CA,Corona,92881,2019-01-13 00:00:00,$413
CA,Eureka,95501,2019-01-13 00:00:00,$8
CA,Folsom,95630,2019-01-13 00:00:00,$51.8
CA,Fresno,93722,2019-01-13 00:00:00,$211.4
CA,Huntington Beach,92646,2019-01-13 00:00:00,$353.75
CA,Irvine,92618,2019-01-13 00:00:00,$199.45
CA,San Diego,92126,2019-01-13 00:00:00,$459.25
CA,San Francisco,94103,2019-01-13 00:00:00,$77.7
CA,San Francisco,94118,2019-01-13 00:00:00,$1638.5
OR,Albany,97322,2019-01-13 00:00:00,$723.2
OR,Beaverton,97006,2019-01-13 00:00:00,$77.7
OR,Eugene,97402,2019-01-13 00:00:00,$307.2
OR,Portland,97216,2019-01-13 00:00:00,$852.2
OR,Portland,97217,2019-01-13 00:00:00,$317.95
OR,Portland,97220,2019-01-13 00:00:00,$217.3
OR,Salem,97301,2019-01-13 00:00:00,$1752.74
WA,Bellevue,98006,2019-01-13 00:00:00,$203.84
WA,Spokane,99218,2019-01-13 00:00:00,$8
WA,Vancouver,98665,2019-01-13 00:00:00,$51.8
WA,Vancouver,98684,2019-01-13 00:00:00,$82.8
CA,Anaheim,92802,2019-01-14 00:00:00,$155.4
CA,Anaheim,92808,2019-01-14 00:00:00,$249.65
CA,Burbank,91504,2019-01-14 00:00:00,$257.55
CA,Compton,90220,2019-01-14 00:00:00,$235.35
CA,Cupertino,95014,2019-01-14 00:00:00,$116.55
CA,Eureka,95501,2019-01-14 00:00:00,$175.6
CA,Folsom,95630,2019-01-14 00:00:00,$134.75
CA,Irvine,92602,2019-01-14 00:00:00,$309.4
CA,Irvine,92606,2019-01-14 00:00:00,$250.25
CA,Manhattan Beach,90266,2019-01-14 00:00:00,$90.65
CA,Rancho Cucamonga,91730,2019-01-14 00:00:00,$669.35
CA,San Jose,95133,2019-01-14 00:00:00,$65.8
OR,Albany,97322,2019-01-14 00:00:00,$357.55
OR,Beaverton,97005,2019-01-14 00:00:00,$29.85
OR,Bend,97701,2019-01-14 00:00:00,$551.8
OR,Eugene,97402,2019-01-14 00:00:00,$1656.1
OR,Portland,97220,2019-01-14 00:00:00,$686.4
OR,Salem,97301,2019-01-14 00:00:00,$60.8
WA,Bellevue,98006,2019-01-14 00:00:00,$79.85
WA,Seattle,98126,2019-01-14 00:00:00,$24.41
WA,Spokane,99218,2019-01-14 00:00:00,$106.65
WA,Vancouver,98665,2019-01-14 00:00:00,$179.55
WA,Vancouver,98684,2019-01-14 00:00:00,$124.75
CA,Irvine,92602,2019-01-15 00:00:00,$196.2
CA,Los Angeles,90017,2019-01-15 00:00:00,$12.95
CA,Los Angeles,90041,2019-01-15 00:00:00,$272.25
CA,Sacramento,95818,2019-01-15 00:00:00,$416.55
CA,San Francisco,94103,2019-01-15 00:00:00,$318
CA,San Jose,95110,2019-01-15 00:00:00,$29.95
CA,San Jose,95125,2019-01-15 00:00:00,$1089.75
CA,San Jose,95133,2019-01-15 00:00:00,$464.25
CA,San Jose,95134,2019-01-15 00:00:00,$188.35
OR,Albany,97322,2019-01-15 00:00:00,$25.9
OR,Beaverton,97005,2019-01-15 00:00:00,$38.85
OR,Eugene,97402,2019-01-15 00:00:00,$279.07
OR,Portland,97216,2019-01-15 00:00:00,$402.15
OR,Portland,97217,2019-01-15 00:00:00,$151.7
WA,Bellevue,98006,2019-01-15 00:00:00,$507.8
WA,Redmond,98052,2019-01-15 00:00:00,$274.55
WA,Vancouver,98665,2019-01-15 00:00:00,$266.13
CA,Bakersfield,93304,2019-01-16 00:00:00,$144.85
CA,Compton,90220,2019-01-16 00:00:00,$103.6
CA,Eureka,95501,2019-01-16 00:00:00,$271.35
CA,Fresno,93722,2019-01-16 00:00:00,$290.4
CA,Fresno,93726,2019-01-16 00:00:00,$104.65
CA,Napa,94558,2019-01-16 00:00:00,$1179.7
CA,San Jose,95110,2019-01-16 00:00:00,$59.85
CA,San Jose,95133,2019-01-16 00:00:00,$54.29
CA,Ventura,93003,2019-01-16 00:00:00,$199.75
OR,Beaverton,97005,2019-01-16 00:00:00,$163.35
OR,Portland,97217,2019-01-16 00:00:00,$59.85
WA,Issaquah,98027,2019-01-16 00:00:00,$331.1
CA,Cupertino,95014,2019-01-17 00:00:00,$25.9
CA,Fresno,93710,2019-01-17 00:00:00,$199.3
OR,Beaverton,97005,2019-01-17 00:00:00,$352.95
OR,Bend,97701,2019-01-17 00:00:00,$183.65
OR,Eugene,97402,2019-01-17 00:00:00,$232.02
WA,Vancouver,98662,2019-01-17 00:00:00,$277.15
CA,Bakersfield,93304,2019-01-18 00:00:00,$120.6
CA,Burbank,91504,2019-01-18 00:00:00,$364.2
CA,Compton,90220,2019-01-18 00:00:00,$179.45
CA,Cupertino,95014,2019-01-18 00:00:00,$245.55
CA,Eureka,95501,2019-01-18 00:00:00,$77.7
CA,Folsom,95630,2019-01-18 00:00:00,$201.99
CA,Fresno,93722,2019-01-18 00:00:00,$159.6
CA,Huntington Beach,92646,2019-01-18 00:00:00,$329.05
CA,Los Angeles,90041,2019-01-18 00:00:00,$299.45
CA,Napa,94559,2019-01-18 00:00:00,$181.3
CA,North Hollywood,91606,2019-01-18 00:00:00,$12.95
CA,Rancho Cucamonga,91730,2019-01-18 00:00:00,$1564.75
CA,Sacramento,95818,2019-01-18 00:00:00,$120.75
CA,San Diego,92126,2019-01-18 00:00:00,$176.8
CA,San Francisco,94103,2019-01-18 00:00:00,$269.55
CA,San Jose,95110,2019-01-18 00:00:00,$141.5
CA,San Jose,95121,2019-01-18 00:00:00,$90.65
CA,San Jose,95124,2019-01-18 00:00:00,$139.65
CA,San Jose,95133,2019-01-18 00:00:00,$352.2
CA,San Jose,95134,2019-01-18 00:00:00,$177.7
CA,Ventura,93003,2019-01-18 00:00:00,$559.6
OR,Albany,97322,2019-01-18 00:00:00,$363.25
OR,Bend,97701,2019-01-18 00:00:00,$75.75
OR,Portland,97220,2019-01-18 00:00:00,$77.7
OR,Salem,97301,2019-01-18 00:00:00,$272.67
WA,Spokane,99218,2019-01-18 00:00:00,$219.65
WA,Vancouver,98665,2019-01-18 00:00:00,$44.85
WA,Vancouver,98684,2019-01-18 00:00:00,$878.8
CA,Anaheim,92808,2019-01-19 00:00:00,$205.55
CA,Bakersfield,93312,2019-01-19 00:00:00,$38.85
CA,Corona,92881,2019-01-19 00:00:00,$754.95
CA,Cupertino,95014,2019-01-19 00:00:00,$488.85
CA,Eureka,95501,2019-01-19 00:00:00,$171.35
CA,Fresno,93722,2019-01-19 00:00:00,$250
CA,Fresno,93726,2019-01-19 00:00:00,$167.7
CA,Irvine,92618,2019-01-19 00:00:00,$1074.75
CA,Los Angeles,90022,2019-01-19 00:00:00,$499.84
CA,Manhattan Beach,90266,2019-01-19 00:00:00,$39.9
CA,Rancho Cucamonga,91730,2019-01-19 00:00:00,$19.95
CA,Sacramento,95823,2019-01-19 00:00:00,$74.75
CA,San Francisco,94118,2019-01-19 00:00:00,$578.1
CA,San Jose,95132,2019-01-19 00:00:00,$74.75
CA,San Jose,95133,2019-01-19 00:00:00,$500
CA,San Jose,95134,2019-01-19 00:00:00,$191.65
CA,Ventura,93003,2019-01-19 00:00:00,$233.35
OR,Albany,97322,2019-01-19 00:00:00,$216.45
OR,Beaverton,97005,2019-01-19 00:00:00,$45.85
OR,Beaverton,97006,2019-01-19 00:00:00,$49.75
OR,Bend,97701,2019-01-19 00:00:00,$189.35
OR,Eugene,97402,2019-01-19 00:00:00,$59.85
OR,Portland,97220,2019-01-19 00:00:00,$131.6
OR,Salem,97301,2019-01-19 00:00:00,$245.3
WA,Issaquah,98027,2019-01-19 00:00:00,$140.45
WA,Seattle,98125,2019-01-19 00:00:00,$157.5
WA,Seattle,98126,2019-01-19 00:00:00,$419.5
WA,Spokane,99218,2019-01-19 00:00:00,$94.75
WA,Vancouver,98662,2019-01-19 00:00:00,$291.1
WA,Vancouver,98665,2019-01-19 00:00:00,$554.2
CA,Compton,90220,2019-01-20 00:00:00,$116.55
CA,Cupertino,95014,2019-01-20 00:00:00,$484.55
CA,San Diego,92126,2019-01-20 00:00:00,$446.35
CA,San Jose,95122,2019-01-20 00:00:00,$59.85
OR,Albany,97322,2019-01-20 00:00:00,$254.35
OR,Portland,97205,2019-01-20 00:00:00,$168.35
OR,Portland,97217,2019-01-20 00:00:00,$77.7
OR,Springfield,97477,2019-01-20 00:00:00,$1224.6
CA,Anaheim,92802,2019-01-21 00:00:00,$61.8
CA,Bakersfield,93311,2019-01-21 00:00:00,$239.55
CA,Corona,92881,2019-01-21 00:00:00,$299.85
CA,Folsom,95630,2019-01-21 00:00:00,$255.35
CA,Fresno,93722,2019-01-21 00:00:00,$295.3
CA,Los Angeles,90024,2019-01-21 00:00:00,$159.6
CA,San Francisco,94118,2019-01-21 00:00:00,$147.25
CA,San Jose,95123,2019-01-21 00:00:00,$257.25
CA,San Jose,95125,2019-01-21 00:00:00,$409.45
CA,San Jose,95132,2019-01-21 00:00:00,$1034.55
CA,San Jose,95134,2019-01-21 00:00:00,$339.35
CA,Ventura,93003,2019-01-21 00:00:00,$119.7
OR,Albany,97322,2019-01-21 00:00:00,$105.75
OR,Beaverton,97005,2019-01-21 00:00:00,$224.15
OR,Eugene,97402,2019-01-21 00:00:00,$77.7
OR,Portland,97205,2019-01-21 00:00:00,$679.3
OR,Portland,97216,2019-01-21 00:00:00,$725.75
OR,Portland,97217,2019-01-21 00:00:00,$212.25
OR,Salem,97301,2019-01-21 00:00:00,$180.05
WA,Redmond,98052,2019-01-21 00:00:00,$279.3
WA,Seattle,98125,2019-01-21 00:00:00,$431.25
WA,Vancouver,98684,2019-01-21 00:00:00,$1392.33
CA,Bakersfield,93312,2019-01-22 00:00:00,$142.65
CA,Eureka,95501,2019-01-22 00:00:00,$55.85
CA,Fresno,93726,2019-01-22 00:00:00,$208.5
CA,Irvine,92606,2019-01-22 00:00:00,$265.3
CA,Irvine,92618,2019-01-22 00:00:00,$161.5
CA,Napa,94559,2019-01-22 00:00:00,$449.6
CA,Sacramento,95818,2019-01-22 00:00:00,$505.5
CA,San Jose,95123,2019-01-22 00:00:00,$540.35
CA,San Jose,95129,2019-01-22 00:00:00,$209.4
CA,Ventura,93003,2019-01-22 00:00:00,$35.95
OR,Albany,97322,2019-01-22 00:00:00,$38.85
OR,Bend,97701,2019-01-22 00:00:00,$264.65
OR,Eugene,97402,2019-01-22 00:00:00,$129.65
OR,Portland,97217,2019-01-22 00:00:00,$139.65
WA,Bellevue,98006,2019-01-22 00:00:00,$224.6
WA,Redmond,98052,2019-01-22 00:00:00,$12.95
WA,Seattle,98125,2019-01-22 00:00:00,$39.9
WA,Seattle,98126,2019-01-22 00:00:00,$250
CA,Eureka,95501,2019-01-23 00:00:00,$176.35
CA,Irvine,92618,2019-01-23 00:00:00,$63.85
CA,Sacramento,95818,2019-01-23 00:00:00,$269.55
CA,Ventura,93003,2019-01-23 00:00:00,$145.6
OR,Bend,97701,2019-01-23 00:00:00,$44.85
CA,Alameda,94501,2019-01-24 00:00:00,$370.45
CA,Anaheim,92808,2019-01-24 00:00:00,$1125.65
CA,Bakersfield,93311,2019-01-24 00:00:00,$145.6
CA,Fresno,93710,2019-01-24 00:00:00,$504.55
CA,Fresno,93722,2019-01-24 00:00:00,$574.15
CA,Irvine,92618,2019-01-24 00:00:00,$9
CA,Manhattan Beach,90266,2019-01-24 00:00:00,$104.65
CA,Napa,94558,2019-01-24 00:00:00,$637.2
CA,Napa,94559,2019-01-24 00:00:00,$629.55
CA,Sacramento,95818,2019-01-24 00:00:00,$175.45
CA,San Jose,95125,2019-01-24 00:00:00,$259.35
CA,San Jose,95129,2019-01-24 00:00:00,$184.6
CA,San Jose,95133,2019-01-24 00:00:00,$266.99
CA,Ventura,93003,2019-01-24 00:00:00,$585.3
OR,Beaverton,97005,2019-01-24 00:00:00,$107.6
OR,Beaverton,97006,2019-01-24 00:00:00,$219.65
OR,Eugene,97402,2019-01-24 00:00:00,$1000
OR,Portland,97205,2019-01-24 00:00:00,$134.55
OR,Portland,97217,2019-01-24 00:00:00,$301.25
OR,Salem,97301,2019-01-24 00:00:00,$148.45
WA,Bellevue,98006,2019-01-24 00:00:00,$104.65
WA,Issaquah,98027,2019-01-24 00:00:00,$151.61
WA,Redmond,98052,2019-01-24 00:00:00,$38.85
WA,Seattle,98125,2019-01-24 00:00:00,$168.35
